"id","manu_code","manufile_manu_name","created_at","updated_at","row_creator_id","manufile_manu_code_an2","manufile_manu_code_an3","packed_cost_pcode_1","packed_cost_percent_1","packed_cost_pcode_2","packed_cost_percent_2","packed_cost_pcode_3","packed_cost_percent_3","packed_cost_pcode_4","packed_cost_percent_4","packed_cost_pcode_5","packed_cost_percent_5","packed_cost_pcode_6","packed_cost_percent_6","packed_cost_pcode_7","packed_cost_percent_7","packed_cost_pcode_8","packed_cost_percent_8","packed_cost_pcode_9","packed_cost_percent_9","packed_cost_pcode_10","packed_cost_percent_10","manufile_warranty_code_1","manufile_warranty_desc_1","manufile_warranty_length_1","manufile_warranty_period_1","manufile_warranty_code_2","manufile_warranty_desc_2","manufile_warranty_length_2","manufile_warranty_period_2","manufile_warranty_code_3","manufile_warranty_desc_3","manufile_warranty_length_3","manufile_warranty_period_3","manufile_warranty_code_4","manufile_warranty_desc_4","manufile_warranty_length_4","manufile_warranty_period_4","manufile_warranty_code_5","manufile_warranty_desc_5","manufile_warranty_length_5","manufile_warranty_period_5","manufile_warranty_code_6","manufile_warranty_desc_6","manufile_warranty_length_6","manufile_warranty_period_6","manufile_warranty_code_7","manufile_warranty_desc_7","manufile_warranty_length_7","manufile_warranty_period_7","manufile_warranty_code_8","manufile_warranty_desc_8","manufile_warranty_length_8","manufile_warranty_period_8","manufile_warranty_code_9","manufile_warranty_desc_9","manufile_warranty_length_9","manufile_warranty_period_9","manufile_warranty_code_10","manufile_warranty_desc_10","manufile_warranty_length_10","manufile_warranty_period_10","ht_etl_schema"
"290","NTR","INTERCO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"NT","NTR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"291","OEC","OE CREATIONS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"OE","OEC",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"292","OEM","OEM","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"OE","OEM",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"293","OER","OE REP","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"OE","OER",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"294","OEV","OE REVOLUTION","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"OE","OEV",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"295","OEW","OE WHEEL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"OE","OEW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"296","OHT","OHTSU","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"OH","OHT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"297","OPT","OPTIMO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"OP","OPT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"298","ORM","ORM","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"OR","ORM",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"299","OTU","OHTSU","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"OT","OTU",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"300","PAN","PANTERA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PA","PAN",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"301","PAT","PATAGONIA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PA","PAT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"302","PCR","PACER","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PC","PCR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"303","PDW","PDW","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PD","PDW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"304","PEG","PEGASUS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PE","PEG",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"305","PER","PERTETTO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PE","PER",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"306","PET","PETROL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PE","PET",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"307","PIE","PIERCE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PI","PIE",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"308","PIN","PINNACLE AETHON","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PI","PIN",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"309","PLO","POLO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PL","PLO",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"310","PLT","PLATINUM","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PL","PLT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"311","PLY","PLAYER","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PL","PLY",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"312","PMX","PRIMEX","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PM","PMX",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"313","PNA","PINNACLE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PN","PNA",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"314","PNO","PHINO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PN","PNO",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"315","PNT","PANTHER","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PN","PNT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"316","POW","POWER KING","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PO","POW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"317","PRC","PRO COMP","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PR","PRC",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"318","PRE","PREMIUM","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PR","PRE",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"319","PRG","PARAGON","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PR","PRG",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"320","PRL","PIRELLI","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PR","PRL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"321","PRM","PROMETER","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PR","PRM",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"322","PWF","POWERFORCE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"PW","PWF",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"323","RAV","RAVETTI","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RA","RAV",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"324","RBP","ROLLING BIG POWER","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RB","RBP",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"325","RCA","REPLICA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RC","RCA",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"326","RCL","RACELINE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RC","RCL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"327","RCT","ROAD CLAW","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RC","RCT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"328","RDC","ROAD CRUISE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RD","RDC",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"329","RDL","RED LINE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RD","RDL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"330","RDO","ROAD ONE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RD","RDO",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"331","RDR","RDR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RD","RDR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"332","RDT","RED DIRT","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RD","RDT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"333","REG","REGUL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RE","REG",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"334","REL","REAL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RE","REL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"335","REM","REMINGTON","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RE","REM",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"336","REP","REP","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RE","REP",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"337","RLB","ROYAL BLACK","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RL","RLB",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"338","RLR","RIDLER","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RL","RLR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"339","RNN","RENNEN","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RN","RNN",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"340","RNS","ROCKNSTARR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RN","RNS",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"341","ROC","ROAD ONE CALVARLY","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RO","ROC",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"342","ROH","ROHANA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RO","ROH",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"343","ROT","ROTIFORM","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RO","ROT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"344","ROX","ROXX","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RO","ROX",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"345","ROY","ROYAL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RO","ROY",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"346","RPT","RAPTOR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RP","RPT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"347","RRW","REVOLUTION RACING","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RR","RRW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"348","RSO","ROSSO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RS","RSO",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"349","RSP","RED SPORT","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RS","RSP",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"350","RST","ROCKSTAR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RS","RST",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"351","RUC","RUCCI","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RU","RUC",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"352","RUF","RUFF","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RU","RUF",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"353","RVL","REV","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RV","RVL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"354","RVT","REVOLUTION","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"RV","RVT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"355","SAC","SACCHI","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"SA","SAC",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"356","SAF","SAFFIRO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"SA","SAF",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"357","SAI","SAILUN","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"SA","SAI",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"358","SAT","STATUS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"SA","SAT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"359","SAV","SAVINI","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"SA","SAV",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"360","SCA","SCARLET WHEELS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"SC","SCA",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"361","SCW","SHOT CALLA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"SC","SCW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"362","SDL","SENDEL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"SD","SDL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
